STATION,NAME,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT07,WT08
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/12/2020,1.3,,0,,,,14.4,8.9,60,60,5.8,8.1,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/13/2020,1.6,,0,,,,21.1,7.2,60,70,5.8,8.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/14/2020,1.4,,0,,,,17.8,8.3,250,40,4.5,6.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/15/2020,3.8,,0,,,,20,5.6,10,10,7.6,13,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/16/2020,1.7,,0,,,,23.9,5,360,10,5.4,7.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/17/2020,1.6,,0,,,,18.3,6.7,270,270,8.1,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/18/2020,2.8,,0,,,,20.6,5,30,10,9.4,17,1,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/19/2020,2.1,,0,,,,23.3,5.6,60,30,5.8,7.6,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/20/2020,3,,0,,,,28.9,5,360,10,6.7,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/21/2020,1.7,,0,,,,28.9,9.4,40,30,4.5,5.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/22/2020,1.3,,0,,,,22.8,6.7,270,280,5.4,5.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/23/2020,3.5,,0,,,,21.7,6.1,30,30,9.4,13.9,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/24/2020,3.7,,0,,,,17.8,10,80,60,8.9,13,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/25/2020,1.6,,0,,,,23.3,7.2,270,270,4.5,5.4,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/26/2020,1.3,,0,,,,22.2,3.9,270,260,5.4,6.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/27/2020,0.9,,0,,,,16.7,7.8,270,270,4,5.4,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/28/2020,2.2,,29.5,,,,12.2,5,270,270,11.2,14.8,1,,1,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/29/2020,4.1,,0,,,,16.1,2.8,30,30,9.8,14.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/30/2020,2.8,,0,,,,20.6,5.6,30,30,10.3,14.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/31/2020,3,,0,,,,17.8,2.2,30,30,11.2,18.3,,,,,
